nombre,genero,director,pais,duracion_ms
Interstellar Brasil 878,Acción,Hayao Miyazaki,Brasil,9980448
Inception Brasil 879,Aventura,James Cameron,Brasil,10785680
Titanic Brasil 880,Romance,Christopher Nolan,Brasil,9019488
Gladiator Brasil 881,Acción,Martin Scorsese,Brasil,10728353
The Matrix Brasil 882,Aventura,Pedro Almodóvar,Brasil,8534573
Gladiator Brasil 883,Ciencia ficción,Hayao Miyazaki,Brasil,7817068
Forrest Gump Brasil 884,Ciencia ficción,Bong Joon-ho,Brasil,7083931
The Matrix Brasil 885,Comedia,James Cameron,Brasil,9686463
Interstellar Brasil 886,Comedia,Christopher Nolan,Brasil,9349357
Parasite Brasil 887,Drama,Steven Spielberg,Brasil,6972688
Gladiator Brasil 888,Drama,Quentin Tarantino,Brasil,6411876
Inception Brasil 889,Drama,Steven Spielberg,Brasil,6984839
Titanic Brasil 890,Thriller,Hayao Miyazaki,Brasil,8650229
Pulp Fiction Brasil 891,Comedia,Andrey Zvyagintsev,Brasil,9139528
Forrest Gump Brasil 892,Drama,Francis Ford Coppola,Brasil,8697314
The Godfather Brasil 893,Thriller,Guillermo del Toro,Brasil,9491458
Interstellar Brasil 894,Crimen,James Cameron,Brasil,6359042
Pulp Fiction Brasil 895,Romance,Guillermo del Toro,Brasil,10306528
Interstellar Brasil 896,Comedia,Quentin Tarantino,Brasil,8454773
The Godfather Brasil 897,Acción,Ridley Scott,Brasil,9180649
The Godfather Brasil 898,Romance,Bong Joon-ho,Brasil,8871145
Inception Brasil 899,Crimen,Andrey Zvyagintsev,Brasil,8064969
Avatar Brasil 900,Ciencia ficción,Andrey Zvyagintsev,Brasil,5406117
Titanic Brasil 901,Comedia,Quentin Tarantino,Brasil,9829968
Titanic Brasil 902,Comedia,Pedro Almodóvar,Brasil,10478771
The Godfather Brasil 903,Comedia,Francis Ford Coppola,Brasil,8232685
Gladiator Brasil 904,Crimen,Francis Ford Coppola,Brasil,5662615
Interstellar Brasil 905,Aventura,Steven Spielberg,Brasil,6742967
The Matrix Brasil 906,Drama,Christopher Nolan,Brasil,6044413
Pulp Fiction Brasil 907,Crimen,Guillermo del Toro,Brasil,10530281
Pulp Fiction Brasil 908,Crimen,Bong Joon-ho,Brasil,5766326
Inception Brasil 909,Comedia,Ridley Scott,Brasil,6073859
The Matrix Brasil 910,Aventura,James Cameron,Brasil,7834294
The Matrix Brasil 911,Crimen,Steven Spielberg,Brasil,6994073
The Matrix Brasil 912,Crimen,Bong Joon-ho,Brasil,8811936
Inception Brasil 913,Crimen,James Cameron,Brasil,6210493
The Dark Knight Brasil 914,Comedia,Francis Ford Coppola,Brasil,9936764
Pulp Fiction Brasil 915,Romance,James Cameron,Brasil,6484346
The Dark Knight Brasil 916,Romance,Steven Spielberg,Brasil,8118315
The Godfather Brasil 917,Crimen,Steven Spielberg,Brasil,6038258
Parasite Brasil 918,Comedia,Christopher Nolan,Brasil,10607623
The Godfather Brasil 919,Thriller,Bong Joon-ho,Brasil,10722932
Gladiator Brasil 920,Romance,Andrey Zvyagintsev,Brasil,6119552
Forrest Gump Brasil 921,Romance,Martin Scorsese,Brasil,10178119
The Godfather Brasil 922,Crimen,Guillermo del Toro,Brasil,7840168
Gladiator Brasil 923,Thriller,Hayao Miyazaki,Brasil,8522444
Pulp Fiction Brasil 924,Romance,Quentin Tarantino,Brasil,6087188
Parasite Brasil 925,Romance,Quentin Tarantino,Brasil,9813240
The Dark Knight Brasil 926,Aventura,Christopher Nolan,Brasil,10300156
The Matrix Brasil 927,Comedia,James Cameron,Brasil,10213302
The Dark Knight Brasil 928,Acción,Bong Joon-ho,Brasil,8692965
Forrest Gump Brasil 929,Drama,Guillermo del Toro,Brasil,10456446
Avatar Brasil 930,Acción,Guillermo del Toro,Brasil,7850521
The Matrix Brasil 931,Thriller,Pedro Almodóvar,Brasil,6867648
Avatar Brasil 932,Crimen,Ridley Scott,Brasil,10070343
Gladiator Brasil 933,Thriller,Bong Joon-ho,Brasil,9120277
Pulp Fiction Brasil 934,Drama,Francis Ford Coppola,Brasil,7906735
Interstellar Brasil 935,Ciencia ficción,Bong Joon-ho,Brasil,7796390
Titanic Brasil 936,Aventura,Guillermo del Toro,Brasil,9888866
Avatar Brasil 937,Acción,Quentin Tarantino,Brasil,8806186
Pulp Fiction Brasil 938,Ciencia ficción,Hayao Miyazaki,Brasil,9956916
Inception Brasil 939,Acción,James Cameron,Brasil,7088677
Interstellar Brasil 940,Aventura,Ridley Scott,Brasil,5880764
Titanic Brasil 941,Aventura,Pedro Almodóvar,Brasil,9701812
The Matrix Brasil 942,Ciencia ficción,Pedro Almodóvar,Brasil,8900091
Gladiator Brasil 943,Aventura,Quentin Tarantino,Brasil,7198500
Avatar Brasil 944,Crimen,Steven Spielberg,Brasil,8762253
Avatar Brasil 945,Thriller,James Cameron,Brasil,5988878
Parasite Brasil 946,Drama,Andrey Zvyagintsev,Brasil,8115234
Pulp Fiction Brasil 947,Ciencia ficción,Ridley Scott,Brasil,8530064
Parasite Brasil 948,Thriller,Guillermo del Toro,Brasil,9453380
Gladiator Brasil 949,Ciencia ficción,Francis Ford Coppola,Brasil,9127310
The Matrix Brasil 950,Comedia,Christopher Nolan,Brasil,9511549
Pulp Fiction Brasil 951,Aventura,Steven Spielberg,Brasil,9653102
The Matrix Brasil 952,Romance,James Cameron,Brasil,10788262
The Godfather Brasil 953,Drama,Martin Scorsese,Brasil,8027877
Gladiator Brasil 954,Acción,Andrey Zvyagintsev,Brasil,7336056
Forrest Gump Brasil 955,Comedia,Martin Scorsese,Brasil,8009912
The Dark Knight Brasil 956,Ciencia ficción,Andrey Zvyagintsev,Brasil,5882684
The Godfather Brasil 957,Drama,Martin Scorsese,Brasil,8639972
The Matrix Brasil 958,Thriller,Ridley Scott,Brasil,6990618
The Godfather Brasil 959,Comedia,James Cameron,Brasil,9859407
The Godfather Brasil 960,Romance,Steven Spielberg,Brasil,8841416
Interstellar Brasil 961,Crimen,Bong Joon-ho,Brasil,10536211
Avatar Brasil 962,Ciencia ficción,Francis Ford Coppola,Brasil,10067638
The Godfather Brasil 963,Ciencia ficción,James Cameron,Brasil,8474538
Parasite Brasil 964,Ciencia ficción,Steven Spielberg,Brasil,9499722
The Godfather Brasil 965,Thriller,Martin Scorsese,Brasil,8960032
Inception Brasil 966,Drama,James Cameron,Brasil,10702383
Forrest Gump Brasil 967,Thriller,Bong Joon-ho,Brasil,9798485
The Matrix Brasil 968,Thriller,Ridley Scott,Brasil,10745100
Interstellar Brasil 969,Ciencia ficción,Hayao Miyazaki,Brasil,8726767
The Dark Knight Brasil 970,Ciencia ficción,Andrey Zvyagintsev,Brasil,7063214
The Dark Knight Brasil 971,Ciencia ficción,Bong Joon-ho,Brasil,10034596
The Matrix Brasil 972,Crimen,Andrey Zvyagintsev,Brasil,6186382
Titanic Brasil 973,Aventura,Steven Spielberg,Brasil,8197373
The Matrix Brasil 974,Acción,Quentin Tarantino,Brasil,8163511
Gladiator Brasil 975,Thriller,Martin Scorsese,Brasil,6163745
Gladiator Brasil 976,Acción,Christopher Nolan,Brasil,10726303
The Dark Knight Brasil 977,Aventura,Guillermo del Toro,Brasil,8433639
Pulp Fiction Brasil 978,Ciencia ficción,Christopher Nolan,Brasil,6069372
The Dark Knight Brasil 979,Aventura,Steven Spielberg,Brasil,6484693
Parasite Brasil 980,Ciencia ficción,Francis Ford Coppola,Brasil,8824859
Interstellar Brasil 981,Romance,Steven Spielberg,Brasil,9970184
Interstellar Brasil 982,Thriller,Francis Ford Coppola,Brasil,6076121
Interstellar Brasil 983,Comedia,Andrey Zvyagintsev,Brasil,9465639
Forrest Gump Brasil 984,Thriller,Martin Scorsese,Brasil,6605050
Forrest Gump Brasil 985,Acción,Andrey Zvyagintsev,Brasil,10688632
The Godfather Brasil 986,Ciencia ficción,Ridley Scott,Brasil,8460020
Parasite Brasil 987,Ciencia ficción,Christopher Nolan,Brasil,10581433
Avatar Brasil 988,Crimen,Steven Spielberg,Brasil,8023692
The Dark Knight Brasil 989,Romance,James Cameron,Brasil,7093787
Forrest Gump Brasil 990,Thriller,Bong Joon-ho,Brasil,9244494
Titanic Brasil 991,Ciencia ficción,Guillermo del Toro,Brasil,6811156
The Godfather Brasil 992,Aventura,Christopher Nolan,Brasil,8212133
Gladiator Brasil 993,Drama,Andrey Zvyagintsev,Brasil,6951425
Inception Brasil 994,Aventura,Christopher Nolan,Brasil,5544773
Gladiator Brasil 995,Comedia,Steven Spielberg,Brasil,10536889
Gladiator Brasil 996,Romance,Francis Ford Coppola,Brasil,8585037
Gladiator Brasil 997,Thriller,Hayao Miyazaki,Brasil,9799878
Forrest Gump Brasil 998,Thriller,Ridley Scott,Brasil,9032709
Titanic Brasil 999,Comedia,Steven Spielberg,Brasil,8383301
Parasite Brasil 1000,Thriller,Steven Spielberg,Brasil,7812707
Inception Rusia 1,Drama,Ridley Scott,Rusia,9992810
Pulp Fiction Rusia 2,Ciencia ficción,Andrey Zvyagintsev,Rusia,7951676
Interstellar Rusia 3,Drama,Martin Scorsese,Rusia,6601413
Parasite Rusia 4,Ciencia ficción,Hayao Miyazaki,Rusia,9287937
Gladiator Rusia 5,Ciencia ficción,Guillermo del Toro,Rusia,10676115
Forrest Gump Rusia 6,Comedia,Ridley Scott,Rusia,7879347
Pulp Fiction Rusia 7,Ciencia ficción,Bong Joon-ho,Rusia,9134769
The Matrix Rusia 8,Acción,Andrey Zvyagintsev,Rusia,6822178
The Matrix Rusia 9,Thriller,Christopher Nolan,Rusia,6114908
Pulp Fiction Rusia 10,Comedia,Hayao Miyazaki,Rusia,6419675
Inception Rusia 11,Thriller,Steven Spielberg,Rusia,7808256
Inception Rusia 12,Romance,Hayao Miyazaki,Rusia,8411014
Inception Rusia 13,Aventura,Andrey Zvyagintsev,Rusia,8663127
Gladiator Rusia 14,Romance,Bong Joon-ho,Rusia,9635922
The Matrix Rusia 15,Drama,Guillermo del Toro,Rusia,10051134
Inception Rusia 16,Comedia,Andrey Zvyagintsev,Rusia,9726452
Gladiator Rusia 17,Romance,Andrey Zvyagintsev,Rusia,9361804
The Matrix Rusia 18,Crimen,James Cameron,Rusia,6755854
Titanic Rusia 19,Thriller,Guillermo del Toro,Rusia,10120011
Interstellar Rusia 20,Acción,Guillermo del Toro,Rusia,8716724
Titanic Rusia 21,Acción,Steven Spielberg,Rusia,6475282
Gladiator Rusia 22,Crimen,Quentin Tarantino,Rusia,5932270
Inception Rusia 23,Romance,Christopher Nolan,Rusia,8010886
Parasite Rusia 24,Thriller,Hayao Miyazaki,Rusia,7177730
Titanic Rusia 25,Comedia,Steven Spielberg,Rusia,10311303
Gladiator Rusia 26,Thriller,Pedro Almodóvar,Rusia,7513563
The Matrix Rusia 27,Ciencia ficción,Hayao Miyazaki,Rusia,6929122
The Dark Knight Rusia 28,Thriller,Andrey Zvyagintsev,Rusia,7134592
Gladiator Rusia 29,Drama,Andrey Zvyagintsev,Rusia,9178410
Avatar Rusia 30,Crimen,James Cameron,Rusia,5775431
Titanic Rusia 31,Comedia,Martin Scorsese,Rusia,6812231
Forrest Gump Rusia 32,Drama,Guillermo del Toro,Rusia,8290418
Inception Rusia 33,Comedia,Quentin Tarantino,Rusia,6478644
Pulp Fiction Rusia 34,Crimen,Pedro Almodóvar,Rusia,7991671
Titanic Rusia 35,Ciencia ficción,Andrey Zvyagintsev,Rusia,5631280
Forrest Gump Rusia 36,Acción,Hayao Miyazaki,Rusia,7334482
Avatar Rusia 37,Drama,Quentin Tarantino,Rusia,8544899
Titanic Rusia 38,Comedia,Guillermo del Toro,Rusia,10323083
Titanic Rusia 39,Aventura,Guillermo del Toro,Rusia,6656563
Forrest Gump Rusia 40,Aventura,Martin Scorsese,Rusia,8644323
Pulp Fiction Rusia 41,Romance,Christopher Nolan,Rusia,7761773
The Godfather Rusia 42,Aventura,Bong Joon-ho,Rusia,8245740
The Dark Knight Rusia 43,Ciencia ficción,Martin Scorsese,Rusia,9561428
The Dark Knight Rusia 44,Comedia,Andrey Zvyagintsev,Rusia,9286435
The Matrix Rusia 45,Ciencia ficción,Francis Ford Coppola,Rusia,7612352
Interstellar Rusia 46,Ciencia ficción,Ridley Scott,Rusia,6309429
The Godfather Rusia 47,Acción,James Cameron,Rusia,9958143
Gladiator Rusia 48,Romance,Quentin Tarantino,Rusia,9368658
The Matrix Rusia 49,Comedia,Francis Ford Coppola,Rusia,9821603
Parasite Rusia 50,Ciencia ficción,Guillermo del Toro,Rusia,8354209
Titanic Rusia 51,Ciencia ficción,Steven Spielberg,Rusia,5533939
Avatar Rusia 52,Ciencia ficción,Ridley Scott,Rusia,6358921
The Matrix Rusia 53,Acción,Francis Ford Coppola,Rusia,9571269
The Godfather Rusia 54,Ciencia ficción,James Cameron,Rusia,9643448
Inception Rusia 55,Aventura,Christopher Nolan,Rusia,10410636
The Dark Knight Rusia 56,Ciencia ficción,Christopher Nolan,Rusia,7289672
The Godfather Rusia 57,Acción,Martin Scorsese,Rusia,7763209
Parasite Rusia 58,Aventura,Steven Spielberg,Rusia,5615115
Interstellar Rusia 59,Ciencia ficción,Francis Ford Coppola,Rusia,7216451
Gladiator Rusia 60,Thriller,Christopher Nolan,Rusia,9589808
Pulp Fiction Rusia 61,Comedia,Hayao Miyazaki,Rusia,8413797
Parasite Rusia 62,Romance,Christopher Nolan,Rusia,6001041
Inception Rusia 63,Aventura,Quentin Tarantino,Rusia,6517032
Titanic Rusia 64,Comedia,Pedro Almodóvar,Rusia,10019798
Interstellar Rusia 65,Aventura,Ridley Scott,Rusia,5941740
Titanic Rusia 66,Romance,Hayao Miyazaki,Rusia,9043297
The Dark Knight Rusia 67,Aventura,James Cameron,Rusia,10502216
The Dark Knight Rusia 68,Thriller,Guillermo del Toro,Rusia,5934125
The Godfather Rusia 69,Thriller,Quentin Tarantino,Rusia,5435402
Titanic Rusia 70,Acción,Pedro Almodóvar,Rusia,7194651
Pulp Fiction Rusia 71,Acción,Christopher Nolan,Rusia,6691227
The Godfather Rusia 72,Aventura,James Cameron,Rusia,7563208
The Dark Knight Rusia 73,Drama,Francis Ford Coppola,Rusia,10796846
Avatar Rusia 74,Acción,Andrey Zvyagintsev,Rusia,6181298
Gladiator Rusia 75,Aventura,Christopher Nolan,Rusia,9732206
Interstellar Rusia 76,Comedia,Steven Spielberg,Rusia,8209284
The Dark Knight Rusia 77,Drama,Andrey Zvyagintsev,Rusia,9630395
Interstellar Rusia 78,Drama,Christopher Nolan,Rusia,6519565
Titanic Rusia 79,Comedia,Hayao Miyazaki,Rusia,7588810
The Matrix Rusia 80,Romance,Hayao Miyazaki,Rusia,5935134
Inception Rusia 81,Comedia,Pedro Almodóvar,Rusia,6028528
The Godfather Rusia 82,Comedia,Christopher Nolan,Rusia,9008369
The Dark Knight Rusia 83,Romance,Christopher Nolan,Rusia,5587702
The Matrix Rusia 84,Ciencia ficción,Guillermo del Toro,Rusia,8808371
The Dark Knight Rusia 85,Thriller,James Cameron,Rusia,8341726
Interstellar Rusia 86,Thriller,Martin Scorsese,Rusia,8457718
Interstellar Rusia 87,Aventura,Pedro Almodóvar,Rusia,7720317
Gladiator Rusia 88,Ciencia ficción,Ridley Scott,Rusia,10737366
Interstellar Rusia 89,Acción,Andrey Zvyagintsev,Rusia,7099591
The Godfather Rusia 90,Crimen,Bong Joon-ho,Rusia,5559802
Forrest Gump Rusia 91,Romance,Pedro Almodóvar,Rusia,10674625
Inception Rusia 92,Romance,Martin Scorsese,Rusia,10538715
Titanic Rusia 93,Crimen,Hayao Miyazaki,Rusia,8334532
Inception Rusia 94,Aventura,Pedro Almodóvar,Rusia,8156761
Forrest Gump Rusia 95,Thriller,Francis Ford Coppola,Rusia,6740829
Interstellar Rusia 96,Romance,Andrey Zvyagintsev,Rusia,9248781
Interstellar Rusia 97,Comedia,Steven Spielberg,Rusia,7838888
Pulp Fiction Rusia 98,Drama,Ridley Scott,Rusia,9291276
Interstellar Rusia 99,Romance,Quentin Tarantino,Rusia,6643374
Forrest Gump Rusia 100,Drama,Martin Scorsese,Rusia,8121175
Pulp Fiction Japón 1,Crimen,Francis Ford Coppola,Japón,9740798
Forrest Gump Japón 2,Acción,Francis Ford Coppola,Japón,7086896
Forrest Gump Japón 3,Aventura,Guillermo del Toro,Japón,9961771
Pulp Fiction Japón 4,Acción,Christopher Nolan,Japón,9310603
The Dark Knight Japón 5,Ciencia ficción,Steven Spielberg,Japón,6347981
Gladiator Japón 6,Romance,Andrey Zvyagintsev,Japón,7942302
Gladiator Japón 7,Romance,Christopher Nolan,Japón,9302398
Inception Japón 8,Comedia,Christopher Nolan,Japón,8758341
The Matrix Japón 9,Aventura,Steven Spielberg,Japón,7674835
Parasite Japón 10,Thriller,Quentin Tarantino,Japón,8897940
The Matrix Japón 11,Drama,Francis Ford Coppola,Japón,8024525
Parasite Japón 12,Romance,Andrey Zvyagintsev,Japón,9583080
Forrest Gump Japón 13,Drama,Ridley Scott,Japón,6435441
The Godfather Japón 14,Aventura,Steven Spielberg,Japón,7019359
Forrest Gump Japón 15,Romance,Andrey Zvyagintsev,Japón,10131091
Interstellar Japón 16,Drama,Quentin Tarantino,Japón,10067250
Inception Japón 17,Aventura,James Cameron,Japón,6193605
The Matrix Japón 18,Drama,Steven Spielberg,Japón,5549548
Parasite Japón 19,Thriller,Hayao Miyazaki,Japón,7586243
Gladiator Japón 20,Comedia,Christopher Nolan,Japón,9739482
Interstellar Japón 21,Thriller,Steven Spielberg,Japón,9913243
Titanic Japón 22,Thriller,Martin Scorsese,Japón,7174790
The Godfather Japón 23,Romance,Steven Spielberg,Japón,6198301
The Dark Knight Japón 24,Drama,Hayao Miyazaki,Japón,6351736
The Godfather Japón 25,Romance,Guillermo del Toro,Japón,7690604
Titanic Japón 26,Aventura,Bong Joon-ho,Japón,5785607
The Dark Knight Japón 27,Comedia,Andrey Zvyagintsev,Japón,5742720
Interstellar Japón 28,Romance,Hayao Miyazaki,Japón,10747190
The Godfather Japón 29,Aventura,Steven Spielberg,Japón,7305245
Pulp Fiction Japón 30,Comedia,Quentin Tarantino,Japón,8732352
Inception Japón 31,Ciencia ficción,Ridley Scott,Japón,6654490
Inception Japón 32,Comedia,Christopher Nolan,Japón,9973991
Avatar Japón 33,Drama,Hayao Miyazaki,Japón,8475461
The Matrix Japón 34,Thriller,Christopher Nolan,Japón,6403657
Parasite Japón 35,Drama,Bong Joon-ho,Japón,5671784
Forrest Gump Japón 36,Thriller,Ridley Scott,Japón,7278660
Pulp Fiction Japón 37,Drama,Martin Scorsese,Japón,8858511
Avatar Japón 38,Acción,Quentin Tarantino,Japón,8829230
Titanic Japón 39,Aventura,Francis Ford Coppola,Japón,6457715
Inception Japón 40,Crimen,Pedro Almodóvar,Japón,6416213
Gladiator Japón 41,Aventura,James Cameron,Japón,6758925
The Matrix Japón 42,Romance,Steven Spielberg,Japón,7855356
The Dark Knight Japón 43,Thriller,Bong Joon-ho,Japón,6270450
Forrest Gump Japón 44,Ciencia ficción,Ridley Scott,Japón,7824150
Parasite Japón 45,Drama,Bong Joon-ho,Japón,9368229
Interstellar Japón 46,Ciencia ficción,Pedro Almodóvar,Japón,8324796
Gladiator Japón 47,Crimen,Pedro Almodóvar,Japón,7458895
Inception Japón 48,Aventura,Francis Ford Coppola,Japón,7285471
Parasite Japón 49,Ciencia ficción,Francis Ford Coppola,Japón,7122273
Gladiator Japón 50,Thriller,Ridley Scott,Japón,6879124
Avatar Japón 51,Ciencia ficción,Bong Joon-ho,Japón,9532088
Forrest Gump Japón 52,Thriller,Francis Ford Coppola,Japón,7337760
Forrest Gump Japón 53,Drama,Ridley Scott,Japón,5845237
The Godfather Japón 54,Comedia,Andrey Zvyagintsev,Japón,7138647
The Dark Knight Japón 55,Acción,James Cameron,Japón,6412920
The Dark Knight Japón 56,Acción,Christopher Nolan,Japón,8039902
Gladiator Japón 57,Romance,Hayao Miyazaki,Japón,8274882
Inception Japón 58,Acción,Ridley Scott,Japón,9777511
Inception Japón 59,Drama,Pedro Almodóvar,Japón,9055775
Interstellar Japón 60,Crimen,Christopher Nolan,Japón,7084787
Pulp Fiction Japón 61,Acción,Christopher Nolan,Japón,6166488
The Matrix Japón 62,Aventura,Bong Joon-ho,Japón,6471494
Parasite Japón 63,Comedia,Christopher Nolan,Japón,6855437
Parasite Japón 64,Acción,Hayao Miyazaki,Japón,10006078
Gladiator Japón 65,Aventura,Francis Ford Coppola,Japón,10640540
The Matrix Japón 66,Acción,Quentin Tarantino,Japón,5576149
Avatar Japón 67,Drama,Steven Spielberg,Japón,8473872
Parasite Japón 68,Aventura,Bong Joon-ho,Japón,5485566
Gladiator Japón 69,Acción,Andrey Zvyagintsev,Japón,10151090
The Dark Knight Japón 70,Drama,Ridley Scott,Japón,7163944
The Godfather Japón 71,Thriller,Francis Ford Coppola,Japón,9688607
Titanic Japón 72,Acción,Quentin Tarantino,Japón,9362315
The Godfather Japón 73,Crimen,Martin Scorsese,Japón,5887548
Forrest Gump Japón 74,Crimen,Christopher Nolan,Japón,6763550
Avatar Japón 75,Thriller,Steven Spielberg,Japón,7079177
The Godfather Japón 76,Comedia,Hayao Miyazaki,Japón,9418790
Inception Japón 77,Comedia,Hayao Miyazaki,Japón,8343542
The Godfather Japón 78,Comedia,Francis Ford Coppola,Japón,7806347
Titanic Japón 79,Thriller,Pedro Almodóvar,Japón,5631774
Parasite Japón 80,Romance,Quentin Tarantino,Japón,7926481
Avatar Japón 81,Thriller,James Cameron,Japón,5601305
Titanic Japón 82,Drama,Martin Scorsese,Japón,7640226
Gladiator Japón 83,Acción,James Cameron,Japón,9959037
Forrest Gump Japón 84,Aventura,Martin Scorsese,Japón,5654140
The Godfather Japón 85,Drama,James Cameron,Japón,8804066
Inception Japón 86,Thriller,Steven Spielberg,Japón,9097344
Inception Japón 87,Drama,Guillermo del Toro,Japón,8677615
The Godfather Japón 88,Thriller,Guillermo del Toro,Japón,10447310
Parasite Japón 89,Acción,Ridley Scott,Japón,6247348
Interstellar Japón 90,Crimen,Quentin Tarantino,Japón,8819548
Forrest Gump Japón 91,Thriller,Martin Scorsese,Japón,6607410
Parasite Japón 92,Comedia,Guillermo del Toro,Japón,6283805
Gladiator Japón 93,Aventura,Ridley Scott,Japón,6407922
Pulp Fiction Japón 94,Romance,Christopher Nolan,Japón,9993549
Gladiator Japón 95,Thriller,Hayao Miyazaki,Japón,7329351
Titanic Japón 96,Romance,Bong Joon-ho,Japón,5924262
The Godfather Japón 97,Acción,Francis Ford Coppola,Japón,6839674
The Godfather Japón 98,Drama,Guillermo del Toro,Japón,10773788
Interstellar Japón 99,Crimen,Steven Spielberg,Japón,8038917
The Godfather Japón 100,Comedia,Ridley Scott,Japón,10094812
Avatar Venezuela 1,Acción,Pedro Almodóvar,Venezuela,6598223
The Godfather Venezuela 2,Romance,Ridley Scott,Venezuela,10580334
Titanic Venezuela 3,Thriller,Andrey Zvyagintsev,Venezuela,7959398
Titanic Venezuela 4,Acción,Hayao Miyazaki,Venezuela,8724886
Parasite Venezuela 5,Drama,Quentin Tarantino,Venezuela,7752191
The Dark Knight Venezuela 6,Aventura,Guillermo del Toro,Venezuela,9887208
Avatar Venezuela 7,Thriller,Christopher Nolan,Venezuela,8957334
Interstellar Venezuela 8,Aventura,Francis Ford Coppola,Venezuela,6784932
Forrest Gump Venezuela 9,Acción,Martin Scorsese,Venezuela,6435982
Avatar Venezuela 10,Comedia,Christopher Nolan,Venezuela,10040910
The Godfather Venezuela 11,Comedia,Andrey Zvyagintsev,Venezuela,7910634
The Godfather Venezuela 12,Aventura,Andrey Zvyagintsev,Venezuela,9792391
Parasite Venezuela 13,Ciencia ficción,Hayao Miyazaki,Venezuela,9910941
The Matrix Venezuela 14,Aventura,Pedro Almodóvar,Venezuela,6397869
Forrest Gump Venezuela 15,Romance,James Cameron,Venezuela,8666318
The Dark Knight Venezuela 16,Crimen,Andrey Zvyagintsev,Venezuela,9986187
Gladiator Venezuela 17,Ciencia ficción,Bong Joon-ho,Venezuela,9516289
The Godfather Venezuela 18,Ciencia ficción,Ridley Scott,Venezuela,7697468
Forrest Gump Venezuela 19,Thriller,Martin Scorsese,Venezuela,8420375
Parasite Venezuela 20,Drama,James Cameron,Venezuela,6623819
Pulp Fiction Venezuela 21,Aventura,Andrey Zvyagintsev,Venezuela,7821508
Inception Venezuela 22,Acción,Francis Ford Coppola,Venezuela,10227283
Forrest Gump Venezuela 23,Thriller,Pedro Almodóvar,Venezuela,8212906
Interstellar Venezuela 24,Romance,Pedro Almodóvar,Venezuela,10726562
The Matrix Venezuela 25,Aventura,Pedro Almodóvar,Venezuela,7311827
The Matrix Venezuela 26,Thriller,Bong Joon-ho,Venezuela,5801667
Titanic Venezuela 27,Drama,Martin Scorsese,Venezuela,5789704
Forrest Gump Venezuela 28,Romance,Christopher Nolan,Venezuela,10673525
Parasite Venezuela 29,Romance,James Cameron,Venezuela,9751947
Gladiator Venezuela 30,Romance,James Cameron,Venezuela,10700294
Avatar Venezuela 31,Ciencia ficción,Hayao Miyazaki,Venezuela,7154513
Pulp Fiction Venezuela 32,Acción,Martin Scorsese,Venezuela,10618665
Parasite Venezuela 33,Thriller,Christopher Nolan,Venezuela,7234104
The Dark Knight Venezuela 34,Romance,Hayao Miyazaki,Venezuela,6291074
Gladiator Venezuela 35,Ciencia ficción,Ridley Scott,Venezuela,5643968
Gladiator Venezuela 36,Crimen,Hayao Miyazaki,Venezuela,5411849
Inception Venezuela 37,Acción,Pedro Almodóvar,Venezuela,5805327
Pulp Fiction Venezuela 38,Acción,Guillermo del Toro,Venezuela,6311576
Forrest Gump Venezuela 39,Drama,Martin Scorsese,Venezuela,5616146
Titanic Venezuela 40,Drama,Christopher Nolan,Venezuela,7991463
Inception Venezuela 41,Aventura,Bong Joon-ho,Venezuela,6610178
Interstellar Venezuela 42,Comedia,James Cameron,Venezuela,9039168
Parasite Venezuela 43,Acción,James Cameron,Venezuela,9847478
Interstellar Venezuela 44,Drama,Quentin Tarantino,Venezuela,5858033
Avatar Venezuela 45,Comedia,Martin Scorsese,Venezuela,8996957
Inception Venezuela 46,Romance,Francis Ford Coppola,Venezuela,6551620
The Godfather Venezuela 47,Drama,Pedro Almodóvar,Venezuela,8586800
Interstellar Venezuela 48,Aventura,Hayao Miyazaki,Venezuela,8751015
The Godfather Venezuela 49,Aventura,Christopher Nolan,Venezuela,10601554
Forrest Gump Venezuela 50,Drama,Ridley Scott,Venezuela,6234666
Parasite Venezuela 51,Romance,Ridley Scott,Venezuela,5906342
Gladiator Venezuela 52,Crimen,Quentin Tarantino,Venezuela,7274962
The Godfather Venezuela 53,Acción,Andrey Zvyagintsev,Venezuela,7929910
The Godfather Venezuela 54,Crimen,Francis Ford Coppola,Venezuela,7897376
The Godfather Venezuela 55,Aventura,Hayao Miyazaki,Venezuela,7475903
The Dark Knight Venezuela 56,Acción,Francis Ford Coppola,Venezuela,8611427
Forrest Gump Venezuela 57,Aventura,Quentin Tarantino,Venezuela,5885790
The Dark Knight Venezuela 58,Romance,Andrey Zvyagintsev,Venezuela,9572967
The Matrix Venezuela 59,Drama,Christopher Nolan,Venezuela,9784522
Interstellar Venezuela 60,Crimen,Steven Spielberg,Venezuela,7605023
Titanic Venezuela 61,Acción,Quentin Tarantino,Venezuela,7911070
Interstellar Venezuela 62,Comedia,Hayao Miyazaki,Venezuela,7759672
Forrest Gump Venezuela 63,Thriller,Steven Spielberg,Venezuela,9244895
Forrest Gump Venezuela 64,Aventura,James Cameron,Venezuela,9623863
The Dark Knight Venezuela 65,Comedia,Quentin Tarantino,Venezuela,5606537
Gladiator Venezuela 66,Comedia,Francis Ford Coppola,Venezuela,5923286
